State,StateName,Region,FIPS,ColonyCount,TotalProduction,YieldPerColony,PricePerLB,ProductionValue,Stocks,YearRecorded,Clothianidin,Imidacloprid,Thiamethoxam,Acetamiprid,Thiacloprid,CombinedNeonic,ColonyGrowth,GrowthOutcome
MI,Michigan,Midwest,26,71000.0,4118000.0,58,1.67,6877000.0,1524000.0,2010,11898.8,16153.4,12375.6,814.7,1308.2,42550.7,7.575757576,1
MI,Michigan,Midwest,26,74000.0,4736000.0,64,1.81,8572000.0,2084000.0,2011,17898.8,16502.5,15941.1,1167.8,840.3,52350.5,4.2253521130000005,1
MI,Michigan,Midwest,26,73000.0,4161000.0,57,2.03,8447000.0,1332000.0,2012,36304.2,17017.8,11432.9,707.1,419.9,65881.9,-1.351351351,0
MI,Michigan,Midwest,26,85000.0,4675000.0,55,2.16,10098000.0,982000.0,2013,44878.1,19755.4,14566.3,1127.3,863.8,81190.9,16.43835616,1
MI,Michigan,Midwest,26,91000.0,5733000.0,63,2.49,14275000.0,1835000.0,2014,45281.4,17131.4,20021.4,794.3,1107.0,84335.5,7.058823529,1
MI,Michigan,Midwest,26,90000.0,5220000.0,58,2.44,12737000.0,1984000.0,2015,730.3,8303.2,8145.2,1665.4,56.0,18900.1,-1.098901099,0
MI,Michigan,Midwest,26,89000.0,5340000.0,60,2.37,12656000.0,1709000.0,2016,509.1,8771.4,3079.9,1408.7,0.0,13769.1,-1.111111111,0
MN,Minnesota,Midwest,27,165000.0,13530000.0,82,0.7,9471000.0,1218000.0,1995,0.0,834.7,0.0,0.0,0.0,834.7,-2.9411764710000003,0
MN,Minnesota,Midwest,27,150000.0,11550000.0,77,0.9,10395000.0,1617000.0,1996,0.0,6288.3,0.0,0.0,0.0,6288.3,-9.090909091,0
MN,Minnesota,Midwest,27,145000.0,10585000.0,73,0.74,7833000.0,2011000.0,1997,0.0,4246.7,0.0,0.0,0.0,4246.7,-3.333333333,0
MN,Minnesota,Midwest,27,140000.0,11060000.0,79,0.65,7189000.0,2765000.0,1998,0.0,2492.2,0.0,0.0,0.0,2492.2,-3.448275862,0
MN,Minnesota,Midwest,27,145000.0,11890000.0,82,0.61,7253000.0,3210000.0,1999,0.0,5829.8,0.0,0.0,0.0,5829.8,3.571428571,1
MN,Minnesota,Midwest,27,150000.0,13500000.0,90,0.57,7695000.0,3105000.0,2000,0.0,3226.1,0.0,0.0,0.0,3226.1,3.448275862,1
MN,Minnesota,Midwest,27,135000.0,10935000.0,81,0.65,7108000.0,1859000.0,2001,0.0,4000.5,104.6,0.0,0.0,4105.1,-10.0,0
MN,Minnesota,Midwest,27,117000.0,8541000.0,73,1.47,12555000.0,1110000.0,2002,0.0,3265.3,1609.1,0.0,0.0,4874.4,-13.33333333,0
MN,Minnesota,Midwest,27,120000.0,9960000.0,83,1.44,14342000.0,1892000.0,2003,0.0,375.7,1393.1,0.0,0.0,1768.8,2.564102564,1
MN,Minnesota,Midwest,27,135000.0,10125000.0,75,1.08,10935000.0,1924000.0,2004,5268.9,3102.5,5202.2,0.0,0.0,13573.6,12.5,1
MN,Minnesota,Midwest,27,120000.0,8880000.0,74,0.9,7992000.0,1598000.0,2005,17982.9,1101.0,7970.6,0.0,0.0,27054.5,-11.11111111,0
MN,Minnesota,Midwest,27,125000.0,10000000.0,80,0.94,9400000.0,3300000.0,2006,21232.4,3571.0,15293.6,13.3,0.0,40110.3,4.166666667,1
MN,Minnesota,Midwest,27,130000.0,8840000.0,68,1.04,9194000.0,2564000.0,2007,28186.4,5190.5,13464.7,0.0,0.0,46841.6,4.0,1
MN,Minnesota,Midwest,27,122000.0,9516000.0,78,1.39,13227000.0,2569000.0,2008,42875.7,8183.8,21133.2,0.0,0.0,72192.7,-6.153846154,0
MN,Minnesota,Midwest,27,122000.0,7930000.0,65,1.44,11419000.0,1427000.0,2009,49606.5,10683.0,28357.5,122.6,0.0,88769.6,0.0,0
MN,Minnesota,Midwest,27,128000.0,8448000.0,66,1.55,13094000.0,1774000.0,2010,45267.0,40330.4,23717.8,420.8,0.0,109736.0,4.918032787,1
MN,Minnesota,Midwest,27,120000.0,6360000.0,53,1.63,10367000.0,2099000.0,2011,94614.2,42626.3,33626.1,223.2,0.0,171089.8,-6.25,0
MN,Minnesota,Midwest,27,125000.0,8375000.0,67,1.92,16080000.0,1591000.0,2012,135044.1,29129.6,25763.3,227.9,0.0,190164.9,4.166666667,1
MN,Minnesota,Midwest,27,130000.0,7540000.0,58,1.99,15005000.0,1282000.0,2013,134266.6,34053.6,31282.7,25.7,0.0,199628.6,4.0,1
MN,Minnesota,Midwest,27,132000.0,7920000.0,60,2.06,16315000.0,1426000.0,2014,192952.2,32150.5,41110.0,58.6,0.0,266271.3,1.5384615380000002,1
MN,Minnesota,Midwest,27,122000.0,8296000.0,68,1.84,15265000.0,2157000.0,2015,352.0,9611.2,9092.0,0.0,0.0,19055.2,-7.575757576,0
MN,Minnesota,Midwest,27,124000.0,7316000.0,59,1.69,12364000.0,1390000.0,2016,1673.0,3889.8,3943.2,557.1,0.0,10063.1,1.6393442619999998,1
MO,Missouri,Midwest,29,23000.0,1541000.0,67,0.73,1125000.0,308000.0,1995,0.0,262.7,0.0,0.0,0.0,262.7,-8.0,0
MO,Missouri,Midwest,29,22000.0,1628000.0,74,0.92,1498000.0,326000.0,1996,0.0,374.8,0.0,0.0,0.0,374.8,-4.347826087,0
MO,Missouri,Midwest,29,24000.0,1848000.0,77,0.78,1441000.0,517000.0,1997,0.0,465.6,0.0,0.0,0.0,465.6,9.090909091,1
MO,Missouri,Midwest,29,23000.0,1518000.0,66,0.76,1154000.0,455000.0,1998,0.0,2264.3,0.0,0.0,0.0,2264.3,-4.166666667,0
MO,Missouri,Midwest,29,24000.0,1560000.0,65,0.68,1061000.0,437000.0,1999,0.0,1382.0,0.0,0.0,0.0,1382.0,4.347826087,1
MO,Missouri,Midwest,29,23000.0,1725000.0,75,0.6,1035000.0,362000.0,2000,0.0,2756.9,0.0,0.0,0.0,2756.9,-4.166666667,0
MO,Missouri,Midwest,29,22000.0,1342000.0,61,0.71,953000.0,336000.0,2001,0.0,1112.1,0.5,0.0,0.0,1112.6,-4.347826087,0
MO,Missouri,Midwest,29,18000.0,900000.0,50,1.42,1278000.0,189000.0,2002,0.0,901.5,622.6,81.9,0.0,1606.0,-18.18181818,0
MO,Missouri,Midwest,29,17000.0,901000.0,53,1.41,1270000.0,189000.0,2003,0.0,736.4,218.5,139.8,0.0,1094.7,-5.555555556,0
MO,Missouri,Midwest,29,16000.0,656000.0,41,1.36,892000.0,151000.0,2004,7062.8,7543.4,5998.0,2125.5,30.2,22759.9,-5.882352941000001,0
MO,Missouri,Midwest,29,15000.0,750000.0,50,1.22,915000.0,180000.0,2005,10880.9,6310.5,4482.1,46.8,0.0,21720.3,-6.25,0
MO,Missouri,Midwest,29,15000.0,690000.0,46,0.98,676000.0,117000.0,2006,12278.1,2711.9,12321.3,152.4,19.2,27482.9,0.0,0
MO,Missouri,Midwest,29,14000.0,644000.0,46,1.12,721000.0,148000.0,2007,23367.3,7941.8,11287.0,46.2,0.0,42642.3,-6.666666667,0
MO,Missouri,Midwest,29,11000.0,583000.0,53,1.68,979000.0,152000.0,2008,14583.0,9536.4,13325.3,166.3,0.0,37611.0,-21.42857143,0
MO,Missouri,Midwest,29,11000.0,517000.0,47,1.99,1029000.0,57000.0,2009,23669.7,10610.5,24267.1,237.4,0.0,58784.7,0.0,0
MO,Missouri,Midwest,29,11000.0,572000.0,52,1.8,1030000.0,92000.0,2010,15640.2,23728.6,20191.6,614.3,0.0,60174.7,0.0,0
MO,Missouri,Midwest,29,8000.0,344000.0,43,2.14,736000.0,76000.0,2011,20725.6,36426.1,33808.2,2474.0,0.0,93433.9,-27.27272727,0
MO,Missouri,Midwest,29,7000.0,371000.0,53,2.8,1039000.0,108000.0,2012,44827.9,32864.5,23240.9,80.7,0.0,101014.0,-12.5,0
MO,Missouri,Midwest,29,10000.0,470000.0,47,2.62,1231000.0,85000.0,2013,52530.7,25444.6,21109.8,107.3,0.0,99192.4,42.85714286,1
MO,Missouri,Midwest,29,12000.0,564000.0,47,3.63,2047000.0,96000.0,2014,61668.2,53768.3,36203.8,48.4,0.0,151688.7,20.0,1
MO,Missouri,Midwest,29,10000.0,520000.0,52,3.55,1846000.0,52000.0,2015,907.2,7645.3,3643.7,34.7,0.0,12230.9,-16.66666667,0
MO,Missouri,Midwest,29,8000.0,496000.0,62,2.31,1146000.0,30000.0,2016,4303.2,7081.4,1883.5,0.0,0.0,13268.1,-20.0,0
MS,Mississippi,South,28,16000.0,1120000.0,70,0.68,762000.0,146000.0,1995,0.0,1533.6,0.0,0.0,0.0,1533.6,-15.78947368,0
MS,Mississippi,South,28,17000.0,1360000.0,80,0.87,1183000.0,299000.0,1996,0.0,696.6,0.0,0.0,0.0,696.6,6.25,1
MS,Mississippi,South,28,19000.0,1387000.0,73,0.73,1013000.0,777000.0,1997,0.0,2569.0,0.0,0.0,0.0,2569.0,11.76470588,1
MS,Mississippi,South,28,18000.0,1548000.0,86,0.58,898000.0,898000.0,1998,0.0,1404.8,0.0,0.0,0.0,1404.8,-5.263157895,0
MS,Mississippi,South,28,18000.0,1314000.0,73,0.54,710000.0,591000.0,1999,0.0,2514.3,0.0,0.0,0.0,2514.3,0.0,0
MS,Mississippi,South,28,17000.0,1224000.0,72,0.69,845000.0,649000.0,2000,0.0,682.0,169.4,0.0,0.0,851.4,-5.555555556,0
MS,Mississippi,South,28,17000.0,1122000.0,66,0.89,999000.0,224000.0,2001,0.0,3182.7,1613.2,0.0,0.0,4795.9,0.0,0
MS,Mississippi,South,28,18000.0,1404000.0,78,1.23,1727000.0,281000.0,2002,0.0,4080.3,3439.8,177.6,0.0,7697.7,5.882352941000001,1
MS,Mississippi,South,28,21000.0,1449000.0,69,1.29,1869000.0,246000.0,2003,0.0,4981.0,2110.9,80.7,0.0,7172.6,16.66666667,1
MS,Mississippi,South,28,18000.0,1170000.0,65,0.79,924000.0,421000.0,2004,276.4,7601.9,4603.1,2104.3,0.0,14585.7,-14.28571429,0
MS,Mississippi,South,28,16000.0,1280000.0,80,0.67,858000.0,346000.0,2005,4477.5,7273.6,16903.9,1403.0,0.0,30058.0,-11.11111111,0
MS,Mississippi,South,28,14000.0,1372000.0,98,0.93,1276000.0,453000.0,2006,1550.2,5332.2,27097.0,2585.9,0.0,36565.3,-12.5,0
MS,Mississippi,South,28,15000.0,1380000.0,92,0.91,1256000.0,166000.0,2007,258.5,5697.0,20317.5,1489.5,0.0,27762.5,7.142857143,1
MS,Mississippi,South,28,14000.0,1372000.0,98,1.3,1784000.0,110000.0,2008,4828.1,12013.8,18536.6,993.2,0.0,36371.7,-6.666666667,0
MS,Mississippi,South,28,14000.0,1456000.0,104,1.32,1922000.0,87000.0,2009,3800.9,9380.4,13751.7,743.6,0.0,27676.6,0.0,0
MS,Mississippi,South,28,16000.0,1568000.0,98,1.44,2258000.0,78000.0,2010,2113.7,21952.9,18639.1,200.8,0.0,42906.5,14.28571429,1
MS,Mississippi,South,28,18000.0,2070000.0,115,1.53,3167000.0,104000.0,2011,6635.4,22192.3,23191.2,303.8,0.0,52322.7,12.5,1
MS,Mississippi,South,28,18000.0,2124000.0,118,1.77,3759000.0,64000.0,2012,12287.3,22205.7,15563.3,81.0,0.0,50137.3,0.0,0
MS,Mississippi,South,28,17000.0,1972000.0,116,1.86,3668000.0,39000.0,2013,19968.5,12342.7,15532.7,0.0,0.0,47843.9,-5.555555556,0
MS,Mississippi,South,28,20000.0,2240000.0,112,2.01,4502000.0,45000.0,2014,17883.5,16294.1,22734.8,542.2,0.0,57454.6,17.64705882,1
MS,Mississippi,South,28,15000.0,1245000.0,83,2.4,2988000.0,87000.0,2015,192.9,8338.6,3334.5,304.7,0.0,12170.7,-25.0,0
MS,Mississippi,South,28,19000.0,1615000.0,85,1.73,2794000.0,113000.0,2016,5796.2,9323.8,20000.0,807.8,0.0,35927.8,26.66666667,1
MT,Montana,West,30,106000.0,8480000.0,80,0.72,6106000.0,1781000.0,1995,0.0,7.9,0.0,0.0,0.0,7.9,-10.92436975,0
MT,Montana,West,30,117000.0,7020000.0,60,0.88,6178000.0,1825000.0,1996,0.0,89.0,0.0,0.0,0.0,89.0,10.37735849,1
MT,Montana,West,30,107000.0,12840000.0,120,0.74,9502000.0,4237000.0,1997,0.0,128.3,0.0,0.0,0.0,128.3,-8.547008547,0
MT,Montana,West,30,115000.0,14030000.0,122,0.64,8979000.0,5472000.0,1998,0.0,44.5,0.0,0.0,0.0,44.5,7.476635514,1
MT,Montana,West,30,122000.0,8540000.0,70,0.6,5124000.0,2135000.0,1999,0.0,264.2,0.0,0.0,0.0,264.2,6.086956522,1
MT,Montana,West,30,124000.0,10912000.0,88,0.59,6438000.0,4692000.0,2000,0.0,616.7,0.0,0.0,0.0,616.7,1.6393442619999998,1
MT,Montana,West,30,136000.0,13872000.0,102,0.67,9294000.0,4578000.0,2001,0.0,296.6,6.0,0.0,0.0,302.6,9.677419355,1
MT,Montana,West,30,134000.0,8442000.0,63,1.38,11650000.0,1097000.0,2002,0.0,55.2,54.1,0.0,0.0,109.3,-1.470588235,0
MT,Montana,West,30,145000.0,9570000.0,66,1.44,13781000.0,1914000.0,2003,0.0,139.8,29.7,9.6,0.0,179.1,8.208955224,1
MT,Montana,West,30,140000.0,10780000.0,77,1.08,11642000.0,3773000.0,2004,110.0,201.4,67.7,9.3,0.0,388.4,-3.448275862,0
MT,Montana,West,30,130000.0,8710000.0,67,0.86,7491000.0,3136000.0,2005,87.4,355.8,169.0,9.7,0.0,621.9,-7.142857143,0
MT,Montana,West,30,132000.0,10428000.0,79,0.95,9907000.0,1981000.0,2006,17.5,294.4,82.4,6.8,0.0,401.1,1.5384615380000002,1
MT,Montana,West,30,135000.0,9180000.0,68,0.99,9088000.0,2479000.0,2007,96.1,147.3,80.1,4.8,0.0,328.3,2.272727273,1
MT,Montana,West,30,134000.0,9380000.0,70,1.37,12851000.0,4596000.0,2008,443.8,166.4,410.9,6.2,0.0,1027.3,-0.740740741,0
MT,Montana,West,30,146000.0,10220000.0,70,1.46,14921000.0,3577000.0,2009,621.9,2619.0,2471.6,4.9,0.0,5717.4,8.955223881,1
MT,Montana,West,30,157000.0,11618000.0,74,1.58,18356000.0,2905000.0,2010,2595.9,5529.1,4624.7,6.4,0.0,12756.1,7.534246575,1
MT,Montana,West,30,145000.0,13340000.0,92,1.7,22678000.0,3202000.0,2011,801.9,5994.0,5910.6,0.0,0.0,12706.5,-7.643312102,0
MT,Montana,West,30,145000.0,7540000.0,52,1.95,14703000.0,2413000.0,2012,1460.8,8595.8,3206.4,0.0,0.0,13263.0,0.0,0
MT,Montana,West,30,159000.0,14946000.0,94,2.09,31237000.0,5231000.0,2013,1438.8,18253.6,5728.2,5.1,0.0,25425.7,9.655172413999999,1
MT,Montana,West,30,162000.0,14256000.0,88,2.09,29795000.0,5132000.0,2014,2529.9,9591.7,5759.4,2.6,0.0,17883.6,1.8867924530000002,1
MT,Montana,West,30,146000.0,12118000.0,83,1.94,23509000.0,3757000.0,2015,0.0,1130.6,36.6,0.7,0.0,1167.9,-9.87654321,0
MT,Montana,West,30,159000.0,12243000.0,77,1.77,21670000.0,3183000.0,2016,0.0,172.0,137.0,0.0,0.0,309.0,8.904109588999999,1
NC,North Carolina,South,37,12000.0,624000.0,52,0.84,524000.0,162000.0,1995,0.0,610.6,0.0,0.0,0.0,610.6,-20.0,0
NC,North Carolina,South,37,12000.0,528000.0,44,1.04,549000.0,53000.0,1996,0.0,1881.2,0.0,0.0,0.0,1881.2,0.0,0
NC,North Carolina,South,37,8000.0,464000.0,58,1.19,552000.0,139000.0,1997,0.0,8065.8,0.0,0.0,0.0,8065.8,-33.33333333,0
NC,North Carolina,South,37,8000.0,472000.0,59,1.38,651000.0,151000.0,1998,0.0,6576.4,0.0,0.0,0.0,6576.4,0.0,0
NC,North Carolina,South,37,9000.0,414000.0,46,1.62,671000.0,104000.0,1999,0.0,3549.8,0.0,0.0,0.0,3549.8,12.5,1
NC,North Carolina,South,37,11000.0,539000.0,49,1.43,771000.0,243000.0,2000,0.0,2145.2,0.0,0.0,0.0,2145.2,22.22222222,1
NC,North Carolina,South,37,13000.0,572000.0,44,1.48,847000.0,172000.0,2001,0.0,3898.4,0.0,0.0,0.0,3898.4,18.18181818,1
NC,North Carolina,South,37,16000.0,672000.0,42,1.41,948000.0,74000.0,2002,0.0,3016.9,2331.3,0.0,0.0,5348.2,23.07692308,1
NC,North Carolina,South,37,10000.0,440000.0,44,1.92,845000.0,79000.0,2003,0.0,2504.1,1090.6,0.0,0.0,3594.7,-37.5,0
NC,North Carolina,South,37,9000.0,360000.0,40,1.93,695000.0,72000.0,2004,4368.0,5573.4,1280.5,53.1,28.3,11303.3,-10.0,0
NC,North Carolina,South,37,10000.0,540000.0,54,1.88,1015000.0,146000.0,2005,3804.9,6303.5,1130.8,81.7,199.4,11520.3,11.11111111,1
NC,North Carolina,South,37,10000.0,500000.0,50,1.57,785000.0,215000.0,2006,4395.6,7366.0,7042.1,565.0,440.6,19809.3,0.0,0
NC,North Carolina,South,37,12000.0,540000.0,45,2.49,1345000.0,76000.0,2007,8126.6,4319.2,6838.4,134.5,218.7,19637.4,20.0,1
NC,North Carolina,South,37,12000.0,624000.0,52,2.18,1360000.0,137000.0,2008,4130.6,5478.6,15193.8,369.2,298.2,25470.4,0.0,0
NC,North Carolina,South,37,11000.0,495000.0,45,2.57,1272000.0,84000.0,2009,8952.2,5843.9,12735.9,376.6,7.2,27915.8,-8.333333332999999,0
NC,North Carolina,South,37,13000.0,598000.0,46,2.66,1591000.0,144000.0,2010,7108.9,7916.6,7038.0,742.9,121.1,22927.5,18.18181818,1
NC,North Carolina,South,37,14000.0,868000.0,62,2.83,2456000.0,95000.0,2011,10678.5,13127.3,13596.8,110.7,170.4,37683.7,7.692307692000001,1
NC,North Carolina,South,37,13000.0,507000.0,39,3.76,1906000.0,106000.0,2012,23591.4,12598.5,12417.2,497.8,45.8,49150.7,-7.142857143,0
NC,North Carolina,South,37,10000.0,380000.0,38,3.67,1395000.0,84000.0,2013,14693.5,19714.7,12080.0,261.4,68.7,46818.3,-23.07692308,0
NC,North Carolina,South,37,12000.0,516000.0,43,3.49,1801000.0,88000.0,2014,20227.0,27637.0,10012.9,320.0,238.7,58435.6,20.0,1
NC,North Carolina,South,37,12000.0,540000.0,45,4.51,2435000.0,103000.0,2015,644.6,13326.1,4136.0,552.1,185.9,18844.7,0.0,0
NC,North Carolina,South,37,12000.0,444000.0,37,4.78,2122000.0,89000.0,2016,10668.5,24306.5,3115.5,728.4,0.0,38818.9,0.0,0
ND,North Dakota,Midwest,38,245000.0,24500000.0,100,0.74,18130000.0,7350000.0,1997,0.0,951.0,0.0,0.0,0.0,951.0,6.52173913,1
ND,North Dakota,Midwest,38,230000.0,29440000.0,128,0.63,18547000.0,8832000.0,1998,0.0,2019.4,0.0,0.0,0.0,2019.4,-6.12244898,0
ND,North Dakota,Midwest,38,255000.0,26775000.0,105,0.59,15797000.0,8836000.0,1999,0.0,7948.8,0.0,0.0,0.0,7948.8,10.86956522,1
ND,North Dakota,Midwest,38,300000.0,34500000.0,115,0.57,19665000.0,13800000.0,2000,0.0,5383.0,0.0,0.0,0.0,5383.0,17.64705882,1
ND,North Dakota,Midwest,38,280000.0,26880000.0,96,0.69,18547000.0,9408000.0,2001,0.0,3084.9,131.3,0.0,0.0,3216.2,-6.666666667,0
ND,North Dakota,Midwest,38,320000.0,24000000.0,75,1.46,35040000.0,8160000.0,2002,0.0,3251.9,484.7,0.0,0.0,3736.6,14.28571429,1
ND,North Dakota,Midwest,38,340000.0,29580000.0,87,1.36,40229000.0,6803000.0,2003,0.0,2593.3,424.3,0.0,0.0,3017.6,6.25,1
ND,North Dakota,Midwest,38,390000.0,30420000.0,78,1.05,31941000.0,9126000.0,2004,738.0,10202.8,2253.4,0.0,0.0,13194.2,14.70588235,1
ND,North Dakota,Midwest,38,370000.0,33670000.0,91,0.83,27946000.0,8418000.0,2005,3687.3,3156.5,5942.6,0.0,0.0,12786.4,-5.128205128,0
ND,North Dakota,Midwest,38,350000.0,25900000.0,74,0.91,23569000.0,7770000.0,2006,2362.6,7025.1,4886.4,0.0,0.0,14274.1,-5.405405405,0
ND,North Dakota,Midwest,38,420000.0,31080000.0,74,0.96,29837000.0,9013000.0,2007,4917.7,6865.7,10283.6,0.0,0.0,22067.0,20.0,1
ND,North Dakota,Midwest,38,400000.0,36000000.0,90,1.36,48960000.0,8640000.0,2008,8445.2,9953.0,22254.7,0.0,0.0,40652.9,-4.7619047619999995,0
ND,North Dakota,Midwest,38,450000.0,34650000.0,77,1.38,47817000.0,7623000.0,2009,16750.7,17809.8,22704.7,0.0,0.0,57265.2,12.5,1
ND,North Dakota,Midwest,38,510000.0,46410000.0,91,1.5,69615000.0,12995000.0,2010,15085.3,28013.3,17703.9,0.0,0.0,60802.5,13.33333333,1
ND,North Dakota,Midwest,38,460000.0,32660000.0,71,1.67,54542000.0,7512000.0,2011,21339.7,13844.6,17261.4,0.0,0.0,52445.7,-9.803921569,0
ND,North Dakota,Midwest,38,480000.0,33120000.0,69,1.92,63590000.0,5962000.0,2012,47176.9,25924.6,23480.2,0.0,0.0,96581.7,4.347826087,1
ND,North Dakota,Midwest,38,480000.0,33120000.0,69,2.04,67565000.0,6955000.0,2013,78412.3,42333.5,22190.4,0.0,0.0,142936.2,0.0,0
ND,North Dakota,Midwest,38,490000.0,42140000.0,86,1.99,83859000.0,9271000.0,2014,49015.4,33305.4,41192.1,0.0,0.0,123512.9,2.083333333,1
ND,North Dakota,Midwest,38,490000.0,36260000.0,74,1.8,65268000.0,9428000.0,2015,119.0,12808.6,3281.1,0.0,0.0,16208.7,0.0,0
ND,North Dakota,Midwest,38,485000.0,37830000.0,78,1.85,69986000.0,6809000.0,2016,546.6,2346.7,1684.6,0.0,0.0,4577.9,-1.020408163,0
NE,Nebraska,Midwest,31,60000.0,4380000.0,73,0.73,3197000.0,1402000.0,1995,0.0,30.1,0.0,0.0,0.0,30.1,-16.66666667,0
NE,Nebraska,Midwest,31,65000.0,4875000.0,75,0.92,4485000.0,1755000.0,1996,0.0,1.9,0.0,0.0,0.0,1.9,8.333333332999999,1
NE,Nebraska,Midwest,31,61000.0,4087000.0,67,0.77,3147000.0,2738000.0,1997,0.0,539.3,0.0,0.0,0.0,539.3,-6.153846154,0
NE,Nebraska,Midwest,31,64000.0,4480000.0,70,0.86,3853000.0,2240000.0,1998,0.0,591.3,0.0,0.0,0.0,591.3,4.918032787,1
NE,Nebraska,Midwest,31,58000.0,4466000.0,77,0.61,2724000.0,1965000.0,1999,0.0,396.8,0.0,0.0,0.0,396.8,-9.375,0
NE,Nebraska,Midwest,31,50000.0,4350000.0,87,0.59,2567000.0,2610000.0,2000,0.0,2204.3,0.0,0.0,0.0,2204.3,-13.79310345,0
NE,Nebraska,Midwest,31,43000.0,2064000.0,48,0.72,1486000.0,1115000.0,2001,0.0,1552.8,22.9,0.0,0.0,1575.7,-14.0,0
NE,Nebraska,Midwest,31,43000.0,3225000.0,75,1.49,4805000.0,1161000.0,2002,0.0,363.3,306.0,0.0,0.0,669.3,0.0,0
NE,Nebraska,Midwest,31,45000.0,3330000.0,74,1.38,4595000.0,1299000.0,2003,0.0,135.7,409.1,0.0,0.0,544.8,4.651162791,1
NE,Nebraska,Midwest,31,51000.0,4539000.0,89,1.01,4584000.0,2043000.0,2004,31677.0,7570.2,4571.1,0.0,0.0,43818.3,13.33333333,1
NE,Nebraska,Midwest,31,40000.0,2720000.0,68,0.87,2366000.0,2530000.0,2005,36206.1,7809.4,8869.2,0.0,0.0,52884.7,-21.56862745,0
NE,Nebraska,Midwest,31,47000.0,3431000.0,73,0.93,3191000.0,3843000.0,2006,22747.7,2761.9,8988.5,0.0,0.0,34498.1,17.5,1
NE,Nebraska,Midwest,31,45000.0,2205000.0,49,1.03,2271000.0,1477000.0,2007,31003.7,3883.7,14695.1,0.0,0.0,49582.5,-4.255319149,0
NE,Nebraska,Midwest,31,36000.0,2412000.0,67,1.45,3497000.0,1254000.0,2008,52254.1,9830.7,19963.0,0.0,0.0,82047.8,-20.0,0
NE,Nebraska,Midwest,31,48000.0,2688000.0,56,1.46,3924000.0,1102000.0,2009,52856.2,9245.6,34858.3,0.0,0.0,96960.1,33.33333333,1
NE,Nebraska,Midwest,31,41000.0,2255000.0,55,1.51,3405000.0,902000.0,2010,27720.9,32164.3,40789.9,0.0,0.0,100675.1,-14.58333333,0
NE,Nebraska,Midwest,31,41000.0,2419000.0,59,1.75,4233000.0,653000.0,2011,74180.9,27016.1,37316.3,0.0,0.0,138513.3,0.0,0
NE,Nebraska,Midwest,31,43000.0,2795000.0,65,1.93,5394000.0,1146000.0,2012,115264.2,24340.8,47666.3,0.0,0.0,187271.3,4.87804878,1
NE,Nebraska,Midwest,31,46000.0,2760000.0,60,2.07,5713000.0,1628000.0,2013,134722.1,18239.1,49819.9,0.0,0.0,202781.1,6.976744186,1
NE,Nebraska,Midwest,31,50000.0,3750000.0,75,2.04,7650000.0,1688000.0,2014,135037.2,39838.2,51112.9,1.0,0.0,225989.3,8.695652174,1
NE,Nebraska,Midwest,31,57000.0,2736000.0,48,2.04,5581000.0,1450000.0,2015,0.0,5562.7,574.6,0.5,0.0,6137.8,14.0,1
NE,Nebraska,Midwest,31,48000.0,2208000.0,46,1.91,4217000.0,640000.0,2016,0.0,2165.9,1421.9,0.0,0.0,3587.8,-15.78947368,0
NJ,New Jersey,Northeast,34,8000.0,272000.0,34,0.77,209000.0,57000.0,1995,0.0,378.4,0.0,0.0,0.0,378.4,-11.11111111,0
NJ,New Jersey,Northeast,34,5000.0,225000.0,45,0.82,185000.0,119000.0,1996,0.0,400.7,0.0,0.0,0.0,400.7,-37.5,0
NJ,New Jersey,Northeast,34,10000.0,490000.0,49,1.04,510000.0,201000.0,1997,0.0,179.6,0.0,0.0,0.0,179.6,100.0,1
NJ,New Jersey,Northeast,34,11000.0,539000.0,49,0.76,410000.0,167000.0,1998,0.0,328.8,0.0,0.0,0.0,328.8,10.0,1
NJ,New Jersey,Northeast,34,10000.0,440000.0,44,0.57,251000.0,154000.0,1999,0.0,581.2,0.0,0.0,0.0,581.2,-9.090909091,0
NJ,New Jersey,Northeast,34,11000.0,385000.0,35,0.61,235000.0,200000.0,2000,0.0,935.8,0.0,0.0,0.0,935.8,10.0,1
NJ,New Jersey,Northeast,34,11000.0,374000.0,34,0.85,318000.0,71000.0,2001,0.0,570.5,3.6,0.0,0.0,574.1,0.0,0
NJ,New Jersey,Northeast,34,11000.0,440000.0,40,1.0,440000.0,92000.0,2002,0.0,1761.2,48.9,0.0,0.0,1810.1,0.0,0
NJ,New Jersey,Northeast,34,10000.0,190000.0,19,1.6,304000.0,101000.0,2003,0.0,455.1,129.3,0.0,0.0,584.4,-9.090909091,0
NJ,New Jersey,Northeast,34,12000.0,324000.0,27,1.4,454000.0,45000.0,2004,326.5,492.1,248.4,5.0,0.0,1072.0,20.0,1
NJ,New Jersey,Northeast,34,12000.0,384000.0,32,1.2,461000.0,104000.0,2005,795.7,707.7,91.4,105.2,29.6,1729.6,0.0,0
NJ,New Jersey,Northeast,34,9000.0,324000.0,36,1.14,369000.0,152000.0,2006,523.9,383.7,302.5,34.4,46.8,1291.3,-25.0,0
NJ,New Jersey,Northeast,34,9000.0,513000.0,57,1.96,1005000.0,185000.0,2007,488.8,584.8,194.8,26.5,9.2,1304.1,0.0,0
NJ,New Jersey,Northeast,34,9000.0,360000.0,40,1.62,583000.0,122000.0,2008,542.2,448.8,147.2,467.5,32.7,1638.4,0.0,0
